STATION,DATE_OF_RESPONSE,LOCATION,RESPONDING_UNIT,TIME_RECEIVED,TIME_DISPATCHED,TIME_ARRIVAL,RESPONSE_TIME_MIN,DISTANCE,ALARM_STATUS,TIME_LAST_ALARM,TYPE_OF_OCCUPANCY,INJURED_CIV,INJURED_BFP,DEATH_CIV,DEATH_BFP,REMARKS,Temperature_C,Humidity_%,Wind_Speed_kmh,Precipitation_mm,Weather_Condition,Road_Condition
"Santa Cruz, Laguna",1/17/2022,"Sitio Maligaya, Brgy. Calios, Santa Cruz Laguna",,10:50 AM,10:52 AM,10:58 AM,1,0.5,FA,1/17/2022 10:50,Rubbish,0,0,0,0,Case Closed,27.3,76,8.1,3.7,Rainy,Traffic
"Santa Cruz, Laguna",11/18/2014,"Purok 7, Brgy. Santisima Cruz, Santa Cruz Laguna",Shift A,8:55 PM,8:55 PM,9:00 PM,3,3.3,FA,11/18/2014 20:55,Residential,0,0,0,0,Case Closed,28.5,70,12.4,7.5,Rainy,Traffic
"Santa Cruz, Laguna",3/10/2022,"Celino St., Brgy. San Pablo Norte, Santa Cruz Laguna",Shift A,9:50 PM,9:50 PM,9:58 PM,2,3.3,FA,3/10/2022 21:50,Others,0,0,0,0,Case Closed,28.9,79,10.3,2.1,Sunny,Traffic
"Santa Cruz, Laguna",1/22/2015,"Brgy. Sto. Angel Sur, Santa Cruz Laguna",Shift A,1:30 PM,1:30 PM,1:35 PM,10,3.5,FA,1/22/2015 13:30,Business,1,0,0,0,Case Closed,27.9,73,13.9,2.5,Cloudy,Dry
"Santa Cruz, Laguna",7/6/2023,"Brgy. Duhat, Santa Cruz Laguna",Shift B,12:05 PM,12:06 PM,12:11 PM,8,5,FA,7/6/2023 12:05,Non-Structural,0,0,0,0,Case Closed,30.3,90,10.9,0.8,Cloudy,Traffic
"Santa Cruz, Laguna",8/21/2021,"Bonifacio St., Brgy. Labuin, Santa Cruz Laguna",,4:15 AM,4:15 AM,4:27 AM,12,3.3,FA,8/21/2021 4:15,Mercantile,0,0,0,0,Case Closed,26.8,87,15.9,14.8,Stormy,Traffic
"Santa Cruz, Laguna",2/28/2024,"Brgy. Bubukal, Santa Cruz Laguna",Shift A,11:25 PM,11:26 PM,11:29 PM,3,3.3,SA,2/28/2024 23:25,Motor Vehicle,0,0,0,0,Case Closed,27.2,85,14.8,2.6,Sunny,Dry
"Santa Cruz, Laguna",9/1/2025,"Rizal St., Brgy. Palasan, Santa Cruz Laguna",Shift A,7:00 AM,7:01 AM,7:07 AM,3,3.6,FA,9/1/2025 7:00,Grass Fire,0,0,0,0,Case Closed,29.9,75,10.6,8.1,Rainy,Wet
"Santa Cruz, Laguna",4/24/2023,"Del Pilar St., Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift B,2:25 AM,2:27 AM,2:31 AM,4,3.5,FA,4/24/2023 2:25,Business,0,0,0,0,Case Closed,32.9,78,7.6,2.8,Cloudy,Dry
"Santa Cruz, Laguna",5/21/2024,"Sitio Molave, Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift A,11:30 PM,11:32 PM,11:44 PM,4,3.5,FA,5/21/2024 23:30,Others,0,0,0,0,Case Closed,28.8,75,13,8.8,Rainy,Wet
"Santa Cruz, Laguna",1/6/2012,"Rizal St., Brgy. Sto. Angel Sur, Santa Cruz Laguna",Shift A,6:45 AM,6:45 AM,6:51 AM,4,5,FA,1/6/2012 6:45,Residential,0,0,0,0,Case Closed,25.1,75,10.8,0.7,Cloudy,Traffic
"Santa Cruz, Laguna",4/24/2025,"Subdivision, Brgy. Santisima Cruz, Santa Cruz Laguna",Shift B,2:25 PM,2:27 PM,2:32 PM,4,3.6,FA,4/24/2025 14:25,Residential,0,0,0,0,Case Closed,30.9,79,8.8,1.9,Cloudy,Dry
"Santa Cruz, Laguna",10/1/2023,"Compound, Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift A,8:25 PM,8:25 PM,8:29 PM,2,3.3,FA,10/1/2023 20:25,Residential,0,0,0,0,Case Closed,27.4,90,11.1,13.8,Stormy,Traffic
"Santa Cruz, Laguna",4/17/2024,"Near Market, Brgy. Labuin, Santa Cruz Laguna",Shift B,9:40 AM,9:42 AM,9:48 AM,4,3.3,FA,4/17/2024 9:40,Residential,0,0,0,0,Case Closed,32.5,83,13.2,8.7,Rainy,Wet
"Santa Cruz, Laguna",7/13/2021,"Brgy. Santo Angel Central, Santa Cruz Laguna",,3:15 PM,3:15 PM,3:20 PM,4,3.3,FA,7/13/2021 15:15,Grass Fire,0,0,0,0,Case Closed,27.8,88,13.3,2.9,Rainy,Wet
"Santa Cruz, Laguna",2/2/2018,"Luna St., Brgy. Bubukal, Santa Cruz Laguna",,3:10 AM,3:12 AM,3:15 AM,4,3,FA,2/2/2018 3:10,Mixed Type,0,0,0,0,Case Closed,26.8,88,13.9,1,Cloudy,Dry
"Santa Cruz, Laguna",5/7/2021,"Celino St., Brgy. Poblacion IV, Santa Cruz Laguna",Shift B,9:55 AM,9:55 AM,9:59 AM,3,3.3,FOUA,5/7/2021 9:55,Residential,0,0,0,0,Case Closed,29.2,78,9.5,0.7,Sunny,Traffic
"Santa Cruz, Laguna",11/24/2023,"Compound, Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift A,5:10 PM,5:10 PM,5:14 PM,4,3.6,FA,11/24/2023 17:10,Mercantile,0,0,0,0,Case Closed,27.2,86,12.2,9.2,Stormy,Wet
"Santa Cruz, Laguna",10/22/2022,"Brgy. Labuin, Santa Cruz Laguna",Shift A,1:55 AM,1:55 AM,1:58 AM,4,3.3,FA,10/22/2022 1:55,Educational,0,0,0,0,Case Closed,27.9,85,14.2,8,Rainy,Wet
"Santa Cruz, Laguna",2/13/2021,"Near Market, Brgy. San Pablo Sur, Santa Cruz Laguna",Shift A,12:05 PM,12:05 PM,12:11 PM,3,3.3,FA,2/13/2021 12:05,Educational,0,0,0,0,Case Closed,28.3,80,14.7,1.6,Cloudy,Dry
"Santa Cruz, Laguna",10/13/2021,"Village, Brgy. San Juan, Santa Cruz Laguna",Shift A,12:40 AM,12:41 AM,12:51 AM,2,3.6,FA,10/13/2021 0:40,Business,0,0,0,0,Case Closed,28,77,7.8,5.9,Rainy,Wet
"Santa Cruz, Laguna",1/22/2020,"Near School, Brgy. Bagumbayan, Santa Cruz Laguna",,9:55 PM,9:55 PM,9:57 PM,3,2.1,FA,1/22/2020 21:55,Motor Vehicle,0,0,0,0,Case Closed,27.6,83,11.5,2.4,Cloudy,Dry
"Santa Cruz, Laguna",9/25/2010,"Village, Brgy. Pagsawitan, Santa Cruz Laguna",Shift B,10:55 PM,10:55 PM,11:00 PM,3,4,SA,9/25/2010 22:55,Grass Fire,0,0,0,0,Case Closed,30.4,72,11.2,1.3,Rainy,Wet
"Santa Cruz, Laguna",7/24/2020,"Mabini St., Brgy. Pagsawitan, Santa Cruz Laguna",Shift B,5:10 AM,5:12 AM,5:17 AM,3,3.5,FA,7/24/2020 5:10,Mercantile,0,0,0,0,Case Closed,26.7,74,12.6,2.2,Rainy,Wet
"Santa Cruz, Laguna",3/18/2019,"Brgy. Bagumbayan, Santa Cruz Laguna",Shift B,12:15 AM,12:15 AM,12:19 AM,3,2.1,FA,3/18/2019 0:15,Residential,0,0,0,0,Under Investigation,28.1,83,8.3,1.8,Sunny,Traffic
"Santa Cruz, Laguna",8/21/2018,"Regidor St., Brgy. Bubukal, Santa Cruz Laguna",,11:15 AM,11:15 AM,11:18 AM,7,2.1,FOUA,8/21/2018 11:15,Residential,0,0,0,0,Case Closed,29.6,74,7.4,1.4,Sunny,Traffic
"Santa Cruz, Laguna",5/15/2010,"Near School, Brgy. Calios, Santa Cruz Laguna",Shift B,5:50 AM,5:50 AM,5:54 AM,7,0.5,FOUA,5/15/2010 5:50,Mercantile,1,0,0,0,Case Closed,31.9,73,14.5,1.9,Sunny,Dry
"Santa Cruz, Laguna",12/23/2024,"Brgy. San Pablo Norte, Santa Cruz Laguna",Shift B,8:00 AM,8:01 AM,8:05 AM,4,3.6,FOUA,12/23/2024 8:00,Grass Fire,0,0,0,0,Under Investigation,24.3,74,9.8,9.6,Rainy,Traffic
"Santa Cruz, Laguna",12/27/2023,"Village, Brgy. Poblacion III, Santa Cruz Laguna",,4:55 PM,4:57 PM,5:00 PM,3,3.3,FA,12/27/2023 16:55,Residential,1,0,0,0,Case Closed,28.9,73,11.8,8.5,Stormy,Wet
"Santa Cruz, Laguna",11/20/2024,"Subdivision, Brgy. Villa Silangan, Santa Cruz Laguna",Shift A,2:00 PM,2:01 PM,2:05 PM,1,3.6,FA,11/20/2024 14:00,Grass Fire,0,0,0,0,Case Closed,24.9,80,13.6,0.3,Cloudy,Dry
"Santa Cruz, Laguna",7/10/2023,"Village, Brgy. Santisima Cruz, Santa Cruz Laguna",Shift A,7:15 AM,7:17 AM,7:22 AM,3,3.5,FA,7/10/2023 7:15,Grass Fire,0,0,0,0,Case Closed,29,90,10.4,18.9,Stormy,Traffic
"Santa Cruz, Laguna",3/11/2020,"Burgos St., Brgy. Bagumbayan, Santa Cruz Laguna",Shift B,9:35 AM,9:35 AM,9:39 AM,6,2.1,FA,3/11/2020 9:35,Structural,0,0,0,0,Case Closed,29.9,82,13.9,0.2,Cloudy,Traffic
"Santa Cruz, Laguna",8/24/2025,"Near Market, Brgy. Labuin, Santa Cruz Laguna",Shift B,7:55 PM,7:55 PM,7:59 PM,5,3.3,FOUA,8/24/2025 19:55,Residential,0,0,0,0,Under Investigation,28.4,75,8.4,2.4,Rainy,Wet
"Santa Cruz, Laguna",12/9/2018,"Purok 2, Brgy. Sto. Angel Sur, Santa Cruz Laguna",Shift A,12:50 AM,12:51 AM,12:56 AM,7,3.3,FA,12/9/2018 0:50,Business,1,0,0,0,Case Closed,24.8,80,9.8,1.7,Cloudy,Dry
"Santa Cruz, Laguna",9/24/2019,"Near School, Brgy. San Juan, Santa Cruz Laguna",Shift A,7:55 PM,7:56 PM,8:02 PM,8,3.3,FA,9/24/2019 19:55,Motor Vehicle,0,0,0,0,Case Closed,26.5,76,13.5,5.8,Rainy,Traffic
"Santa Cruz, Laguna",12/30/2023,"Subdivision, Brgy. Poblacion I, Santa Cruz Laguna",Shift B,2:50 AM,2:50 AM,2:53 AM,3,5,FA,12/30/2023 2:50,Business,0,0,0,0,Case Closed,25.9,74,14.8,1.6,Cloudy,Traffic
"Santa Cruz, Laguna",5/1/2012,"Sitio Acacia, Brgy. San Pablo Sur, Santa Cruz Laguna",Shift B,10:20 AM,10:22 AM,10:27 AM,4,5,FOUA,5/1/2012 10:20,Rubbish,0,0,0,0,Case Closed,30.5,85,11,0.7,Cloudy,Dry
"Santa Cruz, Laguna",9/12/2018,"Near Market, Brgy. San Juan, Santa Cruz Laguna",Shift A,12:55 PM,12:56 PM,1:02 PM,2,3.5,FA,9/12/2018 12:55,Motor Vehicle,0,0,0,0,Case Closed,26.7,72,8.7,7.2,Rainy,Wet
"Santa Cruz, Laguna",12/19/2023,"Sitio Narra, Brgy. Bagumbayan, Santa Cruz Laguna",,11:35 PM,11:37 PM,11:45 PM,4,3.3,FOUA,12/19/2023 23:35,Grass Fire,0,0,0,0,Case Closed,27,89,9.5,0.3,Cloudy,Dry
"Santa Cruz, Laguna",2/29/2024,"Sitio Manggahan, Brgy. Gatid, Santa Cruz Laguna",Shift A,1:30 PM,1:31 PM,1:33 PM,5,4.6,FA,2/29/2024 13:30,Business,1,0,0,0,Case Closed,26,73,7,1,Cloudy,Dry
"Santa Cruz, Laguna",4/9/2015,"Subdivision, Brgy. Pagsawitan, Santa Cruz Laguna",,11:40 AM,11:42 AM,11:45 AM,4,4.6,FA,4/9/2015 11:40,Others,0,0,0,0,Case Closed,30.2,84,13.8,18.3,Stormy,Wet
"Santa Cruz, Laguna",8/22/2014,"Purok 4, Brgy. Oogong, Santa Cruz Laguna",Shift A,9:15 PM,9:15 PM,9:22 PM,4,4,FA,8/22/2014 21:15,Residential,0,0,0,0,Case Closed,29.8,75,10.6,4.9,Rainy,Wet
"Santa Cruz, Laguna",11/1/2018,"Brgy. Bagumbayan, Santa Cruz Laguna",,9:40 PM,9:40 PM,9:44 PM,3,3.3,FA,11/1/2018 21:40,Residential,0,0,0,0,Case Closed,27.7,72,11.8,2.8,Sunny,Traffic
"Santa Cruz, Laguna",5/30/2023,"Near Mall, Brgy. Palasan, Santa Cruz Laguna",Shift B,8:00 PM,8:01 PM,8:07 PM,5,4.6,FA,5/30/2023 20:00,Residential,1,0,0,0,Case Closed,29.2,72,12.6,1.3,Sunny,Dry
"Santa Cruz, Laguna",8/1/2025,"Taleon St., Brgy. Duhat, Santa Cruz Laguna",,1:45 PM,1:47 PM,1:52 PM,4,3.3,FA,8/1/2025 13:45,Grass Fire,0,1,0,0,Case Closed,28,81,13.3,14.4,Stormy,Traffic
"Santa Cruz, Laguna",11/22/2022,"Brgy. Duhat, Santa Cruz Laguna",,10:35 AM,10:35 AM,10:39 AM,4,3.6,SA,11/22/2022 10:35,Motor Vehicle,0,0,0,0,Case Closed,27.8,79,15,1.8,Cloudy,Dry
"Santa Cruz, Laguna",12/3/2024,"Near Church, Brgy. Patimbao, Santa Cruz Laguna",,9:05 AM,9:06 AM,9:11 AM,4,3.3,FA,12/3/2024 9:05,Others,0,0,0,0,Case Closed,27.4,88,9.6,2.9,Sunny,Dry
"Santa Cruz, Laguna",10/12/2016,"Near Hotel, Brgy. Duhat, Santa Cruz Laguna",Shift B,7:20 AM,7:21 AM,7:26 AM,5,3.3,FOUA,10/12/2016 7:20,Residential,0,1,0,0,Case Closed,26.1,79,9.8,0.5,Cloudy,Dry
"Santa Cruz, Laguna",4/30/2017,"Sitio Durian, Brgy. Bubukal, Santa Cruz Laguna",,1:10 AM,1:11 AM,1:14 AM,4,3,FA,4/30/2017 1:10,Residential,0,0,0,0,Case Closed,29.3,86,7.9,1.7,Sunny,Dry
"Santa Cruz, Laguna",6/19/2025,"Gomez St., Brgy. Villa Silangan, Santa Cruz Laguna",,9:50 AM,9:52 AM,9:57 AM,5,4,FA,6/19/2025 9:50,Rubbish,2,0,0,0,Under Investigation,26.1,84,14.1,8.6,Stormy,Wet
"Santa Cruz, Laguna",5/18/2022,"Near Mall, Brgy. Santo Angel Norte, Santa Cruz Laguna",,6:45 PM,6:46 PM,6:51 PM,1,5,FA,5/18/2022 18:45,Motor Vehicle,0,0,0,0,Case Closed,30.7,79,10.9,1.5,Cloudy,Dry
"Santa Cruz, Laguna",8/29/2024,"Purok 4, Brgy. Duhat, Santa Cruz Laguna",,5:30 AM,5:32 AM,5:39 AM,1,3.6,FA,8/29/2024 5:30,Residential,0,0,0,0,Case Closed,30.7,78,8.2,0.1,Cloudy,Dry
"Santa Cruz, Laguna",9/25/2022,"Near Market, Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,5:20 AM,5:20 AM,5:24 AM,5,3.3,FA,9/25/2022 5:20,Motor Vehicle,0,0,0,0,Under Investigation,29.8,75,15.5,6.5,Rainy,Wet
"Santa Cruz, Laguna",7/10/2024,"Gomez St., Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift A,12:20 AM,12:21 AM,12:25 AM,7,3.5,FA,7/10/2024 0:20,Others,0,0,0,0,Case Closed,30.2,77,11.8,5.4,Rainy,Wet
"Santa Cruz, Laguna",11/25/2021,"Sitio Asana, Brgy. Bagumbayan, Santa Cruz Laguna",,10:45 PM,10:45 PM,10:47 PM,3,2.1,FA,11/25/2021 22:45,Grass Fire,0,0,0,0,Case Closed,27.9,74,12.7,0.5,Sunny,Traffic
"Santa Cruz, Laguna",10/6/2020,"Jaime St., Brgy. San Pablo Norte, Santa Cruz Laguna",Shift B,10:55 AM,10:57 AM,11:01 AM,3,3.3,FA,10/6/2020 10:55,Grass Fire,0,0,0,0,Case Closed,26.6,86,9.9,1.8,Rainy,Wet
"Santa Cruz, Laguna",11/13/2021,"Sitio Maligaya, Brgy. San Juan, Santa Cruz Laguna",Shift B,9:45 AM,9:45 AM,9:49 AM,4,3.3,FA,11/13/2021 9:45,Residential,0,0,0,0,Under Investigation,27.7,79,8,1.4,Cloudy,Dry
"Santa Cruz, Laguna",10/23/2022,"Brgy. Labuin, Santa Cruz Laguna",Shift A,8:20 AM,8:22 AM,8:26 AM,3,3.5,FA,10/23/2022 8:20,Post Fire,0,0,0,0,Case Closed,29.4,77,14.4,1.8,Sunny,Dry
"Santa Cruz, Laguna",9/4/2023,"Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,5:05 PM,5:06 PM,5:12 PM,4,3.5,FA,9/4/2023 17:05,Rubbish,0,0,0,0,Case Closed,28.2,79,10.7,10.6,Stormy,Wet
"Santa Cruz, Laguna",9/28/2023,"Sitio Acacia, Brgy. Villa Silangan, Santa Cruz Laguna",Shift A,6:05 PM,6:06 PM,6:11 PM,4,3.3,FOUA,9/28/2023 18:05,Residential,0,0,0,0,Case Closed,30,88,15.4,10.7,Stormy,Traffic
"Santa Cruz, Laguna",6/15/2024,"Near Hotel, Brgy. Poblacion II, Santa Cruz Laguna",Shift A,8:25 AM,8:25 AM,8:30 AM,4,4,FA,6/15/2024 8:25,Grass Fire,0,0,0,0,Case Closed,28.7,77,14.5,1,Cloudy,Dry
"Santa Cruz, Laguna",8/5/2022,"Purok 3, Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift B,9:10 AM,9:12 AM,9:16 AM,3,5,FOUA,8/5/2022 9:10,Motor Vehicle,0,0,0,0,Case Closed,28.9,84,8.5,12.5,Stormy,Traffic
"Santa Cruz, Laguna",12/18/2025,"Biya St., Brgy. San Pablo Sur, Santa Cruz Laguna",Shift B,4:10 PM,4:12 PM,4:18 PM,6,3.3,FA,12/18/2025 16:10,Residential,0,0,0,0,Under Investigation,28.2,72,14.4,1.6,Sunny,Dry
"Santa Cruz, Laguna",5/13/2020,"Biya St., Brgy. Gatid, Santa Cruz Laguna",,6:40 PM,6:41 PM,6:49 PM,3,4.6,FA,5/13/2020 18:40,Motor Vehicle,1,0,0,0,Case Closed,33,86,7.9,3,Rainy,Wet
"Santa Cruz, Laguna",11/15/2022,"Sitio Lanzones, Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,2:45 AM,2:45 AM,2:50 AM,12,4.6,FA,11/15/2022 2:45,Industrial,0,0,0,0,Case Closed,27.1,88,12.7,1.9,Rainy,Wet
"Santa Cruz, Laguna",8/29/2019,"Near Hotel, Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,6:15 PM,6:15 PM,6:22 PM,4,3.6,FA,8/29/2019 18:15,Mercantile,0,0,0,0,MDFI-Case Closed,26.1,80,8.8,0.1,Cloudy,Traffic
"Santa Cruz, Laguna",7/22/2024,"Sitio Manggahan, Brgy. Calios, Santa Cruz Laguna",Shift A,5:10 PM,5:12 PM,5:24 PM,3,3.3,FA,7/22/2024 17:10,Grass Fire,0,0,0,0,Case Closed,30.1,73,14.7,0.1,Cloudy,Dry
"Santa Cruz, Laguna",3/4/2023,"Near Mall, Brgy. Bagumbayan, Santa Cruz Laguna",Shift B,10:55 AM,10:57 AM,11:02 AM,4,2.1,FOUA,3/4/2023 10:55,Business,0,0,0,0,Case Closed,29,77,14.2,1.1,Rainy,Wet
"Santa Cruz, Laguna",8/26/2019,"Regidor St., Brgy. Calios, Santa Cruz Laguna",,9:35 AM,9:37 AM,9:41 AM,5,3.3,FOUA,8/26/2019 9:35,Post Fire,0,0,0,0,Under Investigation,26.5,79,9.2,15.4,Stormy,Wet
"Santa Cruz, Laguna",7/29/2020,"Brgy. Palasan, Santa Cruz Laguna",,2:00 PM,2:00 PM,2:05 PM,4,4,FA,7/29/2020 14:00,Business,1,0,0,0,Case Closed,27.3,72,14.4,0.2,Cloudy,Traffic
"Santa Cruz, Laguna",5/11/2020,"Subdivision, Brgy. Poblacion IV, Santa Cruz Laguna",,10:40 AM,10:42 AM,10:50 AM,4,3.3,SA,5/11/2020 10:40,Non-Structural,0,0,0,0,Case Closed,32.9,70,9.4,0.6,Sunny,Dry
"Santa Cruz, Laguna",11/27/2015,"Regidor St., Brgy. San Juan, Santa Cruz Laguna",,8:35 AM,8:35 AM,8:40 AM,4,3.6,FOUA,11/27/2015 8:35,Structural,0,0,0,0,Case Closed,25.3,89,12.6,0,Cloudy,Dry
"Santa Cruz, Laguna",2/13/2021,"Purok 4, Brgy. San Pablo Norte, Santa Cruz Laguna",Shift A,8:25 AM,8:26 AM,8:29 AM,5,4.6,FOUA,2/13/2021 8:25,Residential,0,0,0,0,Case Closed,28.4,70,12.8,1.7,Sunny,Dry
"Santa Cruz, Laguna",8/10/2018,"Subdivision, Brgy. Poblacion II, Santa Cruz Laguna",Shift A,6:20 AM,6:20 AM,6:25 AM,5,5,FA,8/10/2018 6:20,Post Fire,0,0,0,0,Case Closed,29.7,76,10.6,1.3,Cloudy,Traffic
"Santa Cruz, Laguna",2/4/2018,"Sitio Narra, Brgy. San Pablo Norte, Santa Cruz Laguna",,3:25 AM,3:25 AM,3:30 AM,5,3.5,FA,2/4/2018 3:25,Residential,0,0,0,0,MDFI-Case Closed,28.6,72,12.9,8.8,Rainy,Traffic
"Santa Cruz, Laguna",4/26/2025,"Near Hotel, Brgy. Poblacion V, Santa Cruz Laguna",,4:00 AM,4:01 AM,4:07 AM,2,3.3,FA,4/26/2025 4:00,Residential,0,0,0,0,Case Closed,29.9,77,14.6,0.2,Cloudy,Dry
"Santa Cruz, Laguna",2/11/2025,"Brgy. Sto. Angel Sur, Santa Cruz Laguna",,8:40 AM,8:41 AM,8:43 AM,5,3.6,FA,2/11/2025 8:40,Residential,0,0,0,0,Case Closed,25.9,85,14.6,0.6,Cloudy,Dry
"Santa Cruz, Laguna",5/26/2020,"Near Mall, Brgy. Bubukal, Santa Cruz Laguna",Shift B,3:40 AM,3:42 AM,3:45 AM,3,3,FA,5/26/2020 3:40,Residential,0,0,0,0,Case Closed,31.5,75,7.5,17.3,Stormy,Wet
"Santa Cruz, Laguna",4/21/2015,"Near School, Brgy. Santisima Cruz, Santa Cruz Laguna",Shift A,2:45 AM,2:46 AM,2:49 AM,8,3.6,FA,4/21/2015 2:45,Residential,0,0,0,0,Case Closed,29.7,88,15.7,5.2,Rainy,Wet
"Santa Cruz, Laguna",5/22/2018,"Near School, Brgy. San Juan, Santa Cruz Laguna",Shift A,5:05 AM,5:05 AM,5:09 AM,6,3.6,FOUA,5/22/2018 5:05,Residential,0,0,0,0,Case Closed,32,78,9.8,17.3,Stormy,Traffic
"Santa Cruz, Laguna",6/27/2012,"Brgy. San Pablo Sur, Santa Cruz Laguna",Shift B,5:05 PM,5:06 PM,5:13 PM,4,3.5,FA,6/27/2012 17:05,Mixed Type,0,0,0,0,Under Investigation,30.7,74,8.7,6.8,Rainy,Wet
"Santa Cruz, Laguna",8/4/2024,"Sitio Silangan, Brgy. Poblacion II, Santa Cruz Laguna",Shift A,11:50 PM,11:52 PM,11:54 PM,3,4,FA,8/4/2024 23:50,Rubbish,0,0,0,0,Case Closed,28.1,90,10.2,9.3,Rainy,Wet
"Santa Cruz, Laguna",10/4/2024,"Compound, Brgy. Poblacion III, Santa Cruz Laguna",Shift B,12:50 AM,12:50 AM,12:54 AM,3,4,FA,10/4/2024 0:50,Residential,0,0,0,0,Case Closed,27.6,87,12.2,10,Stormy,Wet
"Santa Cruz, Laguna",10/8/2025,"Compound, Brgy. Poblacion III, Santa Cruz Laguna",,5:30 PM,5:31 PM,5:36 PM,4,4.6,SA,10/8/2025 17:30,Residential,0,0,2,0,Under Investigation,28.5,78,9.8,5.6,Rainy,Wet
"Santa Cruz, Laguna",12/29/2018,"Sitio Molave, Brgy. San Pablo Sur, Santa Cruz Laguna",Shift B,1:35 AM,1:36 AM,1:41 AM,4,3.3,FA,12/29/2018 1:35,Business,0,0,0,0,Case Closed,28.5,76,10.5,15.5,Stormy,Traffic
"Santa Cruz, Laguna",4/1/2016,"Jaime St., Brgy. Pagsawitan, Santa Cruz Laguna",,1:20 PM,1:21 PM,1:29 PM,1,3.3,FA,4/1/2016 13:20,Non-Structural,0,0,0,0,Case Closed,28,72,16,7.5,Rainy,Wet
"Santa Cruz, Laguna",3/1/2018,"Mabini St., Brgy. Poblacion V, Santa Cruz Laguna",Shift B,6:15 AM,6:15 AM,6:18 AM,1,3.6,FA,3/1/2018 6:15,Motor Vehicle,0,0,0,0,Case Closed,28,86,11.7,1.7,Cloudy,Dry
"Santa Cruz, Laguna",1/11/2018,"Purok 7, Brgy. Gatid, Santa Cruz Laguna",,2:30 AM,2:32 AM,2:38 AM,5,3.3,FA,1/11/2018 2:30,Residential,1,0,0,0,Case Closed,27.9,84,13.7,1.2,Cloudy,Dry
"Santa Cruz, Laguna",2/4/2024,"Purok 4, Brgy. Calios, Santa Cruz Laguna",Shift B,3:20 PM,3:21 PM,3:25 PM,2,2.1,FOUA,2/4/2024 15:20,Storage,0,0,0,0,Case Closed,24.5,77,15.6,1.9,Rainy,Traffic
"Santa Cruz, Laguna",10/10/2024,"Village, Brgy. Pagsawitan, Santa Cruz Laguna",Shift B,10:20 PM,10:21 PM,10:26 PM,5,5,FA,10/10/2024 22:20,Storage,0,0,0,0,Case Closed,27.8,80,13.9,4.7,Rainy,Wet
"Santa Cruz, Laguna",8/15/2023,"Burgos St., Brgy. San Pablo Norte, Santa Cruz Laguna",Shift A,6:55 PM,6:56 PM,7:03 PM,4,3.3,FA,8/15/2023 18:55,Business,0,0,0,0,Case Closed,29.5,87,15.2,0.5,Cloudy,Dry
"Santa Cruz, Laguna",9/9/2024,"Sitio Silangan, Brgy. Poblacion III, Santa Cruz Laguna",Shift A,12:10 PM,12:10 PM,12:15 PM,4,3.3,FA,9/9/2024 12:10,Motor Vehicle,0,0,0,0,Case Closed,27,79,8.4,12.1,Stormy,Wet
"Santa Cruz, Laguna",10/16/2019,"Sitio Lanzones, Brgy. San Pablo Norte, Santa Cruz Laguna",Shift A,5:10 PM,5:12 PM,5:18 PM,2,3.3,FA,10/16/2019 17:10,Business,0,0,0,0,Case Closed,27.4,82,8,5.2,Rainy,Wet
"Santa Cruz, Laguna",7/31/2022,"Sitio Pag-asa, Brgy. Gatid, Santa Cruz Laguna",,4:40 AM,4:40 AM,4:45 AM,4,4.6,FOUA,7/31/2022 4:40,Mercantile,0,1,0,0,Case Closed,30.6,83,7.6,1.3,Rainy,Traffic
"Santa Cruz, Laguna",4/5/2010,"Village, Brgy. Palasan, Santa Cruz Laguna",Shift A,1:25 PM,1:25 PM,1:34 PM,5,4,SA,4/5/2010 13:25,Motor Vehicle,0,0,0,0,Case Closed,32.5,84,10.8,1.9,Sunny,Dry
"Santa Cruz, Laguna",12/27/2018,"Brgy. Poblacion IV, Santa Cruz Laguna",,12:25 AM,12:26 AM,12:32 AM,5,5,SA,12/27/2018 0:25,Motor Vehicle,0,0,0,0,MDFI-Case Closed,24.4,83,11.8,3.9,Rainy,Wet
"Santa Cruz, Laguna",2/23/2023,"Brgy. Santo Angel Norte, Santa Cruz Laguna",,12:35 PM,12:35 PM,12:40 PM,6,4,FA,2/23/2023 12:35,Residential,0,0,0,0,Case Closed,28.9,89,14.9,1.2,Cloudy,Dry
"Santa Cruz, Laguna",1/18/2016,"Gomez St., Brgy. San Pablo Norte, Santa Cruz Laguna",Shift A,2:05 PM,2:07 PM,2:10 PM,2,3.3,FA,1/18/2016 14:05,Residential,1,0,0,0,Case Closed,29,74,8.1,0.8,Sunny,Dry
"Santa Cruz, Laguna",9/14/2022,"Purok 2, Brgy. Santisima Cruz, Santa Cruz Laguna",,3:10 AM,3:10 AM,3:14 AM,5,4.6,FA,9/14/2022 3:10,Mercantile,0,0,0,0,Case Closed,28,78,14.2,0.3,Cloudy,Dry
